"№","Web-Site","Name","Info","Time"
"825","Open_edu","Looking at, describing and identifying objects","Introductory","2"
"826","Open_edu","Making sense of art history","Introductory","5"
"827","Open_edu","Medicine transformed: on access to healthcare","Intermediate","15"
"828","Open_edu","Methodism in Wales, 1730–1850","Intermediate","4"
"829","Open_edu","Minds and mental phenomena: An introduction","Advanced","20"
"830","Open_edu","Musée du Louvre","Intermediate","4"
"831","Open_edu","Music and its media","Intermediate","16"
"832","Open_edu","Napoleonic paintings","Intermediate","16"
"833","Open_edu","National identity in Britain and Ireland, 1780–1840","Intermediate","4"
"834","Open_edu","Philosophy: The nature of persons","Advanced","15"
"835","Open_edu","Picturing the family","Introductory","12"
"836","Open_edu","Reading","Introductory","8"
"837","Open_edu","Reading Shakespeare's As You Like It","Intermediate","6"
"838","Open_edu","Reception of music in cross-cultural perspective","Advanced","15"
"839","Open_edu","Recording music and sound","Intermediate","8"
"840","Open_edu","Religion today: Themes and issues","Advanced","15"
"841","Open_edu","Religious diversity: rethinking religion","Intermediate","12"
"842","Open_edu","Roaring Twenties? Europe in the interwar period","Advanced","14"
"843","Open_edu","Robert Owen and New Lanark","Intermediate","12"
"844","Open_edu","Sam Selvon, The Lonely Londoners","Intermediate","10"
"845","Open_edu","Schubert's Lieder: Settings of Goethe's poems","Intermediate","16"
"846","Open_edu","Science in the Scottish Enlightenment","Intermediate","5"
"847","Open_edu","Simone de Beauvoir and the feminist revolution","Introductory","4"
"848","Open_edu","Speeches and speech-making","Introductory","1"
"849","Open_edu","Start writing fiction","Introductory","12"
"850","Open_edu","Start writing fiction: characters and stories ","Introductory","24"
"851","Open_edu","Studying religion","Introductory","20"
"852","Open_edu","Studying the arts and humanities","Introductory","4"
"853","Open_edu","Textiles in Ghana","Introductory","4"
"854","Open_edu","The African diaspora: An archaeological perspective","Introductory","4"
"855","Open_edu","The American Civil Rights Movement","Introductory","3"
"856","Open_edu","The body in antiquity","Advanced","5"
"857","Open_edu","The business of film","Introductory","12"
"858","Open_edu","The Enlightenment","Intermediate","16"
"859","Open_edu","The ethics of cultural heritage","Intermediate","12"
"860","Open_edu","The First World War: trauma and memory","Introductory","9"
"861","Open_edu","The history of female protest and suffrage in the UK","Introductory","10"
"862","Open_edu","The history of medicine: A Scottish perspective","Intermediate","10"
"863","Open_edu","The Holocaust","Advanced","12"
"864","Open_edu","The moral equality of combatants","Advanced","16"
"865","Open_edu","The origins of the wars of the three kingdoms","Introductory","12"
"866","Open_edu","The poetry of Sorley MacLean","Advanced","10"
"867","Open_edu","The repute and reality of being a Roman emperor","Intermediate","15"
"868","Open_edu","The Roman Empire: introducing some key terms","Advanced","14"
"869","Open_edu","The science of evolution","Introductory","5"
"870","Open_edu","Two concepts of freedom","Intermediate","20"
"871","Open_edu","Understanding musical scores","Introductory","12"
"872","Open_edu","Veiling","Intermediate","10"
"873","Open_edu","Visions of protest: Graffiti","Introductory","8"
"874","Open_edu","Voice-leading analysis of music 1: the foreground","Advanced","20"
"875","Open_edu","Voice-leading analysis of music 2: the middleground","Advanced","20"
"876","Open_edu","Voice-leading analysis of music 3: the background","Advanced","20"
"877","Open_edu","War memorials and commemoration","Introductory","4"
"878","Open_edu","Welsh history and its sources","Introductory","25"
"879","Open_edu","What happens to you when you read?","Introductory","3"
"880","Open_edu","What is good writing?","Introductory","12"
"881","Open_edu","What is heritage?","Introductory","10"
"882","Open_edu","What is poetry?","Introductory","12"
"883","Open_edu","Wilberforce","Intermediate","16"
"884","Open_edu","Working with dilemmas","Advanced","4"
"885","Open_edu","World Heritage","Intermediate","10"
"886","Open_edu","Writing what you know ","Introductory","8"
"887","Open_edu","A brief history of communication: hieroglyphics to emojis","Introductory","5"
"888","Open_edu","Advanced French: At the science museum in Paris","Advanced","15"
"889","Open_edu","Advanced German: Language, culture and history","Advanced","12"
"890","Open_edu","Advanced German: Regional landscapes","Advanced","15"
"891","Open_edu","Advanced Spanish: Art in Buenos Aires","Advanced","4"
"892","Open_edu","Advanced Spanish: Arts and crafts","Advanced","12"
"893","Open_edu","Advanced Spanish: Language in context","Advanced","4"
"894","Open_edu","Advanced Spanish: Protest song","Advanced","4"
"895","Open_edu","Beginners’ Chinese: a taster course","Introductory","4"
"896","Open_edu","Beginners’ French: A trip to Avignon","Introductory","15"
"897","Open_edu","Beginners’ French: Food and drink","Introductory","5"
"898","Open_edu","Beginners’ German: Food and drink","Introductory","6"
"899","Open_edu","Beginners’ German: Places and people","Introductory","5"
"900","Open_edu","Beginners’ Italian: Food and drink","Introductory","4"
"901","Open_edu","Beginners’ Spanish: food and drink","Introductory","6"
"902","Open_edu","Beginners’ Spanish: Getting around","Introductory","20"
"903","Open_edu","Beginners’ Tamil: a taster course","Introductory","4"
"904","Open_edu","Business communication: writing a SWOT analysis","Introductory","8"
"905","Open_edu","Business English: Making decisions","Intermediate","5"
"906","Open_edu","Business English: Presenting the decision","Intermediate","5"
"907","Open_edu","Business English: Researching a new location","Intermediate","5"
"908","Open_edu","Cànan nan Gàidheal","Introductory","15"
"909","Open_edu","Communication, management and your own context","Advanced","8"
"910","Open_edu","Croeso: Beginners' Welsh","Introductory","4"
"911","Open_edu","Cultures","Intermediate","5"
"912","Open_edu","Darllen a gwneud nodiadau (Reading and taking notes)","Introductory","10"
"913","Open_edu","Discovering Wales and Welsh: first steps","Introductory","4"
"914","Open_edu","English grammar in context","Advanced","15"
"915","Open_edu","English in the world today","Introductory","8"
"916","Open_edu","English: skills for learning","Introductory","24"
"917","Open_edu","Exploring languages and cultures","Introductory","14"
"918","Open_edu","Form and uses of language","Introductory","4"
"919","Open_edu","Gaelic in modern Scotland","Introductory","15"
"920","Open_edu","Getting started on classical Latin","Introductory","10"
"921","Open_edu","Getting started with Chinese 1","Introductory","8"
"922","Open_edu","Getting started with Chinese 2","Introductory","8"
"923","Open_edu","Getting started with Chinese 3","Introductory","8"
"924","Open_edu","Getting started with Chinese business culture essentials","Introductory","6"
"925","Open_edu","Getting started with French 1","Introductory","6"
"926","Open_edu","Getting started with French 2","Introductory","6"
"927","Open_edu","Getting started with French 3","Introductory","6"
"928","Open_edu","Getting started with German 1","Introductory","6"
"929","Open_edu","Getting started with German 2","Introductory","6"
"930","Open_edu","Getting started with German 3","Introductory","8"
"931","Open_edu","Getting started with Italian 1","Introductory","8"
"932","Open_edu","Getting started with Italian 2","Introductory","8"
"933","Open_edu","Getting started with Italian 3","Introductory","8"
"934","Open_edu","Getting started with Spanish 1","Introductory","8"
"935","Open_edu","Getting started with Spanish 2","Introductory","6"
"936","Open_edu","Getting started with Spanish 3","Introductory","8"
"937","Open_edu","Grammar matters","Advanced","8"
"938","Open_edu","How to be a critical reader","Intermediate","7"
"939","Open_edu","How to learn a language","Introductory","24"
"940","Open_edu","Intermediate French: 14 July","Intermediate","10"
"941","Open_edu","Intermediate French: Holiday plans","Intermediate","20"
"942","Open_edu","Intermediate French: Understanding spoken French","Introductory","6"
"943","Open_edu","Intermediate German: The world of work","Intermediate","8"
"944","Open_edu","Intermediate German: Understanding spoken German","Introductory","6"
"945","Open_edu","Intermediate Italian: describing people","Intermediate","8"
"946","Open_edu","Intermediate Spanish: A trip across Latin America","Intermediate","8"
"947","Open_edu","Intermediate Spanish: Cities with history","Intermediate","5"
"948","Open_edu","Intermediate Spanish: Understanding spoken Spanish","Introductory","6"
"949","Open_edu","Language and creativity","Intermediate","8"
"950","Open_edu","Language in the real world","Advanced","6"
"951","Open_edu","Languages at Work","Introductory","6"
"952","Open_edu","Paraphrasing text","Intermediate","1"
"953","Open_edu","Paratoi aseiniadau","Introductory","10"
"954","Open_edu","Summarising text","Introductory","1"
"955","Open_edu","Teaching Spanish pronunciation","Introductory","15"
"956","Open_edu","Translation as a career","Advanced","4"
"957","Open_edu","Understanding language and learning","Advanced","10"
"958","Open_edu","Upper intermediate French: discovering French cinema","Intermediate","6"
"959","Open_edu","Why study languages?","Introductory","5"
"960","Open_edu","Academi Arian MSE","Introductory","12"
"961","Open_edu","An introduction to business cultures","Introductory","4"
"962","Open_edu","An introduction to public leadership","Introductory","9"
"963","Open_edu","Asset allocation in investment","Advanced","9"
"964","Open_edu","Building relationships with donors","Advanced","6"
"965","Open_edu","Business communication: writing a SWOT analysis","Introductory","8"
"966","Open_edu","Business models in strategic management","Intermediate","10"
"967","Open_edu","Campaigns and organisations","Advanced","2"
"968","Open_edu","Challenges in advanced management accounting","Advanced","15"
"969","Open_edu","Choosing a human resources consultant","Advanced","6"
"970","Open_edu","Collaborative leadership in voluntary organisations","Introductory","24"
"971","Open_edu","Collaborative problem solving for community safety","Introductory","16"
"972","Open_edu","Collective leadership","Introductory","6"
"973","Open_edu","Commercial awareness","Introductory","2"
"974","Open_edu","Communication and working relationships in sport and fitness","Introductory","24"
"975","Open_edu","Communication, management and your own context","Advanced","8"
"976","Open_edu","Companies and financial accounting","Introductory","6"
"977","Open_edu","Completing the project","Advanced","8"
"978","Open_edu","Contemporary issues in managing","Introductory","8"
"979","Open_edu","Conversations and interviews","Intermediate","5"
"980","Open_edu","Corporate responsibility for industrial incidents","Advanced","8"
"981","Open_edu","Creating an ethical organisation","Advanced","6"
"982","Open_edu","Decision trees and dealing with uncertainty","Advanced","5"
"983","Open_edu","Defnyddio gwaith gwirfoddol i gamu ymlaen yn y farchnad swyddi","Introductory","12"
"984","Open_edu","Developing career resilience","Introductory","24"
"985","Open_edu","Developing high trust work relationships","Intermediate","2"
"986","Open_edu","Developing leadership practice in voluntary organisations","Introductory","15"
"987","Open_edu","Developing your skills as an HR professional","Advanced","9"
"988","Open_edu","Difference and challenge in teams","Introductory","2"
"989","Open_edu","Different types of business","Introductory","3"
"990","Open_edu","Discovering development management","Advanced","3"
"991","Open_edu","Discovering management","Advanced","15"
"992","Open_edu","Effective communication in the workplace","Introductory","24"
"993","Open_edu","Employee engagement","Advanced","10"
"994","Open_edu","Employment relations and employee engagement","Advanced","10"
"995","Open_edu","Empowering communities","Introductory","4"
"996","Open_edu","Engaging with children and young people ","Introductory","4"
"997","Open_edu","Entrepreneuriaeth Gwledig yng Nghymru","Introductory","30"
"998","Open_edu","Entrepreneurial behaviour","Advanced","20"
"999","Open_edu","Entrepreneurial impressions – reflection","Advanced","7"
"1000","Open_edu","Entrepreneurship – from ideas to reality","Intermediate","24"
"1001","Open_edu","Environmental factors and organisations","Advanced","6"
"1002","Open_edu","Equity finance","Advanced","6"
"1003","Open_edu","Estimating the cost of equity","Advanced","9"
"1004","Open_edu","Exploring career mentoring and coaching","Introductory","24"
"1005","Open_edu","Exploring evidence-based policing","Introductory","4"
"1006","Open_edu","Facilitating group discussions","Introductory","2"
"1007","Open_edu","Financial accounting and reporting","Intermediate","12"
"1008","Open_edu","First steps in innovation and entrepreneurship","Intermediate","8"
"1009","Open_edu","Fundamentals of accounting","Introductory","8"
"1010","Open_edu","How teams work","Advanced","10"
"1011","Open_edu","How to frame a business case","Intermediate","8"
"1012","Open_edu","Human resources: recruitment and selection","Intermediate","12"
"1013","Open_edu","Implementing the project","Advanced","8"
"1014","Open_edu","Influences on accounting regulation","Advanced","6"
"1015","Open_edu","Influences on corporate governance","Advanced","6"
"1016","Open_edu","International management: An institutional perspective","Advanced","15"
"1017","Open_edu","Internships and other work experiences","Introductory","24"
"1018","Open_edu","Introducing a framework for strategy","Advanced","10"
"1019","Open_edu","Introducing corporate finance","Advanced","20"
"1020","Open_edu","Introducing the voluntary sector","Introductory","24"
"1021","Open_edu","Introduction to bookkeeping and accounting","Introductory","8"
"1022","Open_edu","Introduction to operations management","Intermediate","6"
"1023","Open_edu","Investment risk","Advanced","6"
"1024","Open_edu","Justice, fairness and mediation","Introductory","4"
"1025","Open_edu","Knowledge technologies in context","Advanced","22"
"1026","Open_edu","Lead and manage change in health and social care","Advanced","7"
"1027","Open_edu","Leadership and followership","Introductory","24"
"1028","Open_edu","Leadership challenges in turbulent times","Intermediate","6"
"1029","Open_edu","Liquidity management","Advanced","7"
"1030","Open_edu","Making creativity and innovation happen","Intermediate","10"
"1031","Open_edu","Making decisions","Advanced","4"
"1032","Open_edu","Management: perspective and practice","Advanced","10"
"1033","Open_edu","Managing and managing people","Advanced","8"
"1034","Open_edu","Managing local practices in global contexts","Advanced","20"
"1035","Open_edu","Managing my financial journey","Introductory","12"
"1036","Open_edu","Managing my investments","Introductory","24"
"1037","Open_edu","Managing my money","Introductory","24"
"1038","Open_edu","Managing my money for young adults","Introductory","24"
"1039","Open_edu","Managing projects through people","Advanced","8"
"1040","Open_edu","Managing relationships","Advanced","4"
"1041","Open_edu","Managing the European economy after the introduction of the Euro","Intermediate","8"
"1042","Open_edu","Managing the software enterprise: The organisational and business context","Advanced","5"
"1043","Open_edu","Managing virtual project teams","Advanced","8"
"1044","Open_edu","Marketing communications as a strategic function","Advanced","6"
"1045","Open_edu","Marketing in the 21st Century","Advanced","6"
"1046","Open_edu","MSE’s Academy of Money","Introductory","12"
"1047","Open_edu","Organisations and management accounting","Intermediate","12"
"1048","Open_edu","Organisations and the financial system","Intermediate","8"
"1049","Open_edu","Personal branding for career success","Introductory","24"
"1050","Open_edu","Planning a project","Advanced","8"
"1051","Open_edu","Preparing a project","Advanced","8"
"1052","Open_edu","Products, services and branding","Introductory","3"
"1053","Open_edu","Project governance and Project Management Office (PMO)","Advanced","7"
"1054","Open_edu","Project management: the start of the project journey","Advanced","35"
"1055","Open_edu","Pwysigrwydd sgiliau rhyngbersonol","Introductory","3"
"1056","Open_edu","Quantitative and qualitative research in finance","Advanced","10"
"1057","Open_edu","Rent or buy? The challenge of access to housing","Introductory","8"
"1058","Open_edu","Retail marketing","Introductory","8"
"1059","Open_edu","Retirement planning made easy","Introductory","4"
"1060","Open_edu","Risk management","Introductory","24"
"1061","Open_edu","Rural entrepreneurship in Wales","Introductory","30"
"1062","Open_edu","Seeing institutions in different ways","Advanced","12"
"1063","Open_edu","Social marketing","Advanced","8"
"1064","Open_edu","Speeches and speech-making","Introductory","1"
"1065","Open_edu","Stakeholders in marketing and finance","Intermediate","2"
"1066","Open_edu","Step up to leadership","Introductory","4"
"1067","Open_edu","Strategic view of performance","Advanced","4"
"1068","Open_edu","Succeed in the workplace","Introductory","24"
"1069","Open_edu","Supply chain sustainability","Introductory","8"
"1070","Open_edu","Sure, I know how to talk to people!","Introductory","4"
"1071","Open_edu","Sustainable innovations in enterprises","Introductory","9"
"1072","Open_edu","Technology, innovation and management","Advanced","10"
"1073","Open_edu","The business of football","Introductory","15"
"1074","Open_edu","The concept of innovation","Intermediate","3"
"1075","Open_edu","The digital scholar","Intermediate","24"
"1076","Open_edu","The economics of flood insurance","Intermediate","6"
"1077","Open_edu","The financial markets context","Advanced","4"
"1078","Open_edu","The importance of interpersonal skills","Introductory","3"
"1079","Open_edu","The life sciences industry: An introduction","Advanced","6"
"1080","Open_edu","The market-led organisation","Advanced","4"
"1081","Open_edu","The public policy – action relationship","Advanced","7"
"1082","Open_edu","The role of the manager","Introductory","4"
"1083","Open_edu","Three principles of a coaching approach","Introductory","2"
"1084","Open_edu","Understanding and managing risk","Advanced","20"
"1085","Open_edu","Understanding different research perspectives","Advanced","9"
"1086","Open_edu","Understanding management: I'm managing thank you!","Introductory","5"
"1087","Open_edu","Understanding mortgages","Introductory","2"
"1088","Open_edu","Understanding operations management","Advanced","4"
"1089","Open_edu","Understanding organisational value","Introductory","7"
"1090","Open_edu","Understanding the environment: Learning and communication","Intermediate","12"
"1091","Open_edu","Understanding your customers","Intermediate","8"
"1092","Open_edu","Understanding your sector","Introductory","24"
"1093","Open_edu","Using data to aid organisational change","Intermediate","10"
"1094","Open_edu","Using voluntary work to get ahead in the job market","Introductory","12"
"1095","Open_edu","What is strategic human resource management?","Advanced","4"
"1096","Open_edu","What is strategy?","Advanced","5"
"1097","Open_edu","Working in diverse teams","Introductory","24"
"1098","Open_edu","Working in groups and teams","Advanced","8"
"1099","Open_edu","Working in the voluntary sector","Introductory","24"
"1100","Open_edu","Working life and learning","Intermediate","25"
"1101","Open_edu","Working with dilemmas","Advanced","4"
"1102","Open_edu","Workplace learning with coaching and mentoring","Advanced","9"
"1103","Open_edu","You and your money","Introductory","12"
"1104","Open_edu","An introduction to biological systematics","Advanced","5"
"1105","Open_edu","An introduction to energy resources","Intermediate","8"
"1106","Open_edu","An introduction to sustainable energy","Introductory","3"
"1107","Open_edu","Animals at the extremes: Hibernation and torpor","Intermediate","14"
"1108","Open_edu","Animals at the extremes: Polar biology","Intermediate","14"
"1109","Open_edu","Animals at the extremes: The desert environment","Intermediate","14"
"1110","Open_edu","Aquatic mammals","Introductory","5"
"1111","Open_edu","Biofuels","Introductory","5"
"1112","Open_edu","Can renewable energy sources power the world?","Introductory","24"
"1113","Open_edu","Changing cities","Advanced","15"
"1114","Open_edu","Citizen science and global biodiversity","Introductory","24"
"1115","Open_edu","Climate change","Intermediate","18"
"1116","Open_edu","Climate change: transitions to sustainability","Intermediate","5"
"1117","Open_edu","Could we control our climate?","Introductory","24"
"1118","Open_edu","Earth's physical resources: petroleum","Intermediate","12"
"1119","Open_edu","Earthquakes","Introductory","8"
"1120","Open_edu","Eating for the environment","Intermediate","8"
"1121","Open_edu","Effects of pollutants on the aquatic environment","Advanced","3"
"1122","Open_edu","Enacting European Citizenship (ENACT)","Advanced","10"
"1123","Open_edu","Energy in buildings","Advanced","10"
"1124","Open_edu","Energy resources: Coal","Intermediate","17"
"1125","Open_edu","Energy resources: Solar energy","Intermediate","2"
"1126","Open_edu","Energy resources: Tidal energy","Intermediate","2"
"1127","Open_edu","Environment: treading lightly on the Earth","Introductory","15"
"1128","Open_edu","Environment: understanding atmospheric and ocean flows","Introductory","10"
"1129","Open_edu","Environmental management and organisations","Intermediate","15"
"1130","Open_edu","Eutrophication","Intermediate","12"
"1131","Open_edu","Evolution through natural selection","Introductory","4"
"1132","Open_edu","Evolution: artificial selection and domestication","Intermediate","5"
"1133","Open_edu","Exploring philosophy: faking nature","Advanced","9"
"1134","Open_edu","Extending water resources","Intermediate","7"
"1135","Open_edu","Financial methods in environmental decisions","Advanced","10"
"1136","Open_edu","Fire ecology","Intermediate","4"
"1137","Open_edu","Future energy demand and supply","Intermediate","13"
"1138","Open_edu","Global water resources","Intermediate","2"
"1139","Open_edu","Groundwater","Intermediate","10"
"1140","Open_edu","Introducing environmental decision making","Advanced","24"
"1141","Open_edu","Introducing mammals","Introductory","5"
"1142","Open_edu","Introducing the environment: Ecology and ecosystems","Introductory","5"
"1143","Open_edu","Life in the Palaeozoic","Introductory","12"
"1144","Open_edu","Living without oil","Introductory","8"
"1145","Open_edu","Logframe planning","Advanced","3"
"1146","Open_edu","Managing coastal environments","Intermediate","3"
"1147","Open_edu","Microbes – friend or foe?","Introductory","2"
"1148","Open_edu","Migration","Intermediate","8"
"1149","Open_edu","Modelling pollution in the Great Lakes","Introductory","4"
"1150","Open_edu","Nature matters in conversation","Advanced","12"
"1151","Open_edu","Nature matters: caring and accountability","Advanced","15"
"1152","Open_edu","Nature matters: Systems thinking and experts","Advanced","15"
"1153","Open_edu","Neighbourhood nature","Introductory","1"
"1154","Open_edu","Operations, technology and stakeholder value","Advanced","40"
"1155","Open_edu","Organisations, environmental management and innovation","Intermediate","12"
"1156","Open_edu","School activities: Evolutionary tree of mammals","Introductory","5"
"1157","Open_edu","Social issues and GM crops","Intermediate","10"
"1158","Open_edu","Studying Darwin","Introductory","1"
"1159","Open_edu","Studying mammals: A winning design","Introductory","10"
"1160","Open_edu","Studying mammals: Chisellers","Introductory","10"
"1161","Open_edu","Studying mammals: Food for thought","Introductory","10"
"1162","Open_edu","Studying mammals: Life in the trees","Introductory","10"
"1163","Open_edu","Studying mammals: Meat eaters","Introductory","10"
"1164","Open_edu","Studying mammals: Plant predators","Introductory","10"
"1165","Open_edu","Studying mammals: Return to the water","Introductory","10"
"1166","Open_edu","Studying mammals: The insect hunters","Introductory","10"
"1167","Open_edu","Studying mammals: The opportunists","Introductory","10"
"1168","Open_edu","Studying mammals: The social climbers","Introductory","10"
"1169","Open_edu","Surface water","Intermediate","8"
"1170","Open_edu","Surviving the winter","Introductory","10"
"1171","Open_edu","Sustainable Scotland","Introductory","5"
"1172","Open_edu","Test kits for water analysis","Intermediate","12"
"1173","Open_edu","The environmental impact of teaching and learning","Introductory","10"
"1174","Open_edu","The frozen planet","Introductory","7"
"1175","Open_edu","The oceans","Intermediate","15"
"1176","Open_edu","The science of evolution","Introductory","5"
"1177","Open_edu","The science of nuclear energy","Introductory","12"
"1178","Open_edu","Unclear about nuclear?","Introductory","20"
"1179","Open_edu","Understanding deep geothermal energy","Intermediate","4"
"1180","Open_edu","Understanding the environment: A systems approach","Intermediate","1"
"1181","Open_edu","Understanding the environment: Co-evolution","Intermediate","12"
"1182","Open_edu","Understanding the environment: Complexity and chaos","Intermediate","12"
"1183","Open_edu","Understanding the environment: Flows and feedback","Intermediate","12"
"1184","Open_edu","Understanding the environment: Learning and communication","Intermediate","12"
"1185","Open_edu","Understanding the environment: Problems with the way we think","Intermediate","12"
"1186","Open_edu","Understanding the environment: Thinking styles and models","Intermediate","16"
"1187","Open_edu","Understanding water quality","Intermediate","10"
"1188","Open_edu","Waste management and environmentalism in China","Introductory","8"
"1189","Open_edu","Watching the weather","Introductory","10"
"1190","Open_edu","Water for life","Introductory","15"
"1191","Open_edu","Water in the UK","Intermediate","7"
"1192","Open_edu","Water use and the water cycle","Intermediate","10"
"1193","Open_edu","Why are nonhuman animals victims of harm?","Intermediate","2"
"1194","Open_edu","Why sustainable energy matters","Introductory","9"
"1195","Open_edu","Working with our environment: an introduction","Introductory","11"
"1196","Open_edu","‘Land grab’: an environmental issue?","Intermediate","8"
"1197","Open_edu","A tour of the cell","Intermediate","12"
"1198","Open_edu","Achieving public dialogue","Advanced","16"
"1199","Open_edu","Addiction and neural ageing","Advanced","15"
"1200","Open_edu","Additive manufacturing","Advanced","8"
"1201","Open_edu","Alcohol and human health","Introductory","6"
"1202","Open_edu","Am I ready to be a distance learner?","Introductory","3"
"1203","Open_edu","An introduction to complex numbers","Advanced","16"
"1204","Open_edu","An introduction to computers and computer systems","Introductory","16"
"1205","Open_edu","An introduction to data and information","Introductory","20"
"1206","Open_edu","An introduction to design engineering","Introductory","10"
"1207","Open_edu","An introduction to e-commerce and distributed applications","Advanced","8"
"1208","Open_edu","An introduction to electronics","Intermediate","10"
"1209","Open_edu","An introduction to exoplanets","Introductory","24"
"1210","Open_edu","An introduction to geology","Introductory","12"
"1211","Open_edu","An introduction to interaction design","Intermediate","10"
"1212","Open_edu","An introduction to minerals and rocks under the microscope","Intermediate","8"
"1213","Open_edu","An introduction to software development","Advanced","6"
"1214","Open_edu","An introduction to web applications architecture","Intermediate","8"
"1215","Open_edu","An overview of active galaxies","Advanced","15"
"1216","Open_edu","Analytical science: Secrets of the Mary Rose","Intermediate","12"
"1217","Open_edu","Approaches to software development","Advanced","9"
"1218","Open_edu","Aquatic mammals","Introductory","5"
"1219","Open_edu","Assessing contemporary science","Intermediate","9"
"1220","Open_edu","Assessing risk in engineering, work and life","Introductory","10"
"1221","Open_edu","Astronomy with an online telescope","Introductory","24"
"1222","Open_edu","Astudio’r gwyddorau naturiol yn ddwyieithog","Beginner","1"
"1223","Open_edu","Babylonian mathematics","Intermediate","8"
"1224","Open_edu","Basic science: understanding experiments","Introductory","12"
"1225","Open_edu","Basic science: understanding numbers","Introductory","12"
"1226","Open_edu","Bayesian statistics","Intermediate","12"
"1227","Open_edu","Biofuels","Introductory","5"
"1228","Open_edu","Birth of a drug","Advanced","4"
"1229","Open_edu","Blood and the respiratory system","Intermediate","10"
"1230","Open_edu","BSE and vCJD: Their biology and management","Intermediate","15"
"1231","Open_edu","Can renewable energy sources power the world?","Introductory","24"
"1232","Open_edu","Cell signalling","Advanced","12"
"1233","Open_edu","Citizen science and global biodiversity","Introductory","24"
"1234","Open_edu","Collisions and conservation laws","Intermediate","5"
"1235","Open_edu","Comparing stars","Intermediate","16"
"1236","Open_edu","Could we control our climate?","Introductory","24"
"1237","Open_edu","Creating musical sounds","Introductory","20"
"1238","Open_edu","Crossing the boundary - analogue universe, digital worlds","Introductory","20"
"1239","Open_edu","Data and processes in computing","Intermediate","14"
"1240","Open_edu","Describing motion along a line","Intermediate","15"
"1241","Open_edu","Design","Introductory","28"
"1242","Open_edu","Design thinking","Introductory","10"
"1243","Open_edu","Designing the user interface: Text, colour, images, moving images and sound","Advanced","4"
"1244","Open_edu","Diabetes care","Intermediate","5"
"1245","Open_edu","Diabetes complications","Introductory","16"
"1246","Open_edu","Diagramming for development 1 - Bounding realities","Advanced","4"
"1247","Open_edu","Diagramming for development 2 - Exploring interrelationships","Advanced","4"
"1248","Open_edu","Diagrams, charts and graphs","Introductory","5"
"1249","Open_edu","Digital communications","Advanced","20"
"1250","Open_edu","Digital forensics","Advanced","8"
"1251","Open_edu","Digital skills: succeeding in a digital world","Introductory","24"
"1252","Open_edu","Digital thinking tools for better decision making","Introductory","24"
"1253","Open_edu","Discovering chemistry","Introductory","24"
"1254","Open_edu","Distributed paradigms","Advanced","4"
"1255","Open_edu","Drug development process: combating pain","Advanced","2"
"1256","Open_edu","Dynamics","Intermediate","16"
"1257","Open_edu","Earthquakes","Introductory","8"
"1258","Open_edu","Effective ways of displaying information","Introductory","6"
"1259","Open_edu","Egyptian mathematics","Intermediate","9"
"1260","Open_edu","Electronic applications","Intermediate","10"
"1261","Open_edu","Engineering: The challenge of temperature","Intermediate","40"
"1262","Open_edu","Engineering: The nature of problems","Intermediate","40"
"1263","Open_edu","Ethics in science?","Introductory","3"
"1264","Open_edu","Experiences of learning mathematics","Intermediate","16"
"1265","Open_edu","Exploring anxiety","Advanced","9"
"1266","Open_edu","Exploring communications technology","Intermediate","10"
"1267","Open_edu","Exploring data: Graphs and numerical summaries","Introductory","20"
"1268","Open_edu","Exploring depression","Advanced","7"
"1269","Open_edu","Exploring the relationship between anxiety and depression","Advanced","3"
"1270","Open_edu","Fire ecology","Intermediate","4"
"1271","Open_edu","Forensic science and fingerprints","Introductory","10"
"1272","Open_edu","Forth Road Bridge","Introductory","1"
"1273","Open_edu","Galaxies, stars and planets","Introductory","8"
"1274","Open_edu","Gamified Intelligent Cyber Aptitude and Skills Training (GICAST)","Introductory","24"
"1275","Open_edu","Gene manipulation in plants","Intermediate","10"
"1276","Open_edu","Gene testing","Introductory","4"
"1277","Open_edu","Gene therapy","Introductory","4"
"1278","Open_edu","General principles of cellular communication","Advanced","8"
"1279","Open_edu","Geological processes in the British Isles","Intermediate","9"
"1280","Open_edu","Geometry","Introductory","5"
"1281","Open_edu","Getting started with SPSS","Introductory","3"
"1282","Open_edu","Group theory","Intermediate","16"
"1283","Open_edu","Groups and teamwork","Intermediate","20"
"1284","Open_edu","Health and safety in the laboratory and field","Introductory","1"
"1285","Open_edu","Hearing","Advanced","15"
"1286","Open_edu","Histology, microscopy, anatomy and disease","Introductory","12"
"1287","Open_edu","Icy bodies: Europa and elsewhere","Intermediate","17"
"1288","Open_edu","In the night sky: Orion","Introductory","24"
"1289","Open_edu","Infection and immunity","Introductory","12"
"1290","Open_edu","Influenza: A case study","Advanced","6"
"1291","Open_edu","Information security","Advanced","10"
"1292","Open_edu","Inheritance of characters","Introductory","4"
"1293","Open_edu","Innovation through representation","Advanced","15"
"1294","Open_edu","Integrated safety, health and environmental management: An introduction","Advanced","15"
"1295","Open_edu","Internet of everything","Introductory","15"
"1296","Open_edu","Interpreting data: Boxplots and tables","Intermediate","16"
"1297","Open_edu","Intracellular transport","Advanced","12"
"1298","Open_edu","Introducing computing and IT","Introductory","10"
"1299","Open_edu","Introducing engineering","Introductory","15"
"1300","Open_edu","Introducing ICT systems","Introductory","9"
"1301","Open_edu","Introducing mammals","Introductory","5"
